history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_user_id
H001145,O10365,4-Negotiation,5-Closed Won,2026-01-28 00:00:00,U209
H001146,O10366,,2-Qualified,2024-03-13 00:00:00,U216
H001147,O10366,2-Qualified,6-Closed Lost,2024-05-17 00:00:00,U216
H001148,O10367,,2-Qualified,2025-10-30 00:00:00,U200
H001149,O10367,2-Qualified,3-Proposal,2025-10-31 00:00:00,U200
H001150,O10367,3-Proposal,4-Negotiation,2025-11-02 00:00:00,U200
H001151,O10367,4-Negotiation,5-Closed Won,2025-11-03 00:00:00,U200
H001152,O10368,,2-Qualified,2024-05-04 00:00:00,U219
H001153,O10368,2-Qualified,3-Proposal,2024-06-11 00:00:00,U219
H001154,O10368,3-Proposal,4-Negotiation,2024-07-03 00:00:00,U219
H001155,O10368,4-Negotiation,5-Closed Won,2024-07-26 00:00:00,U219
H001156,O10369,,2-Qualified,2025-06-26 00:00:00,U214
H001157,O10369,2-Qualified,3-Proposal,2025-08-18 00:00:00,U214
H001158,O10369,3-Proposal,4-Negotiation,2025-09-28 00:00:00,U214
H001159,O10369,4-Negotiation,5-Closed Won,2025-10-24 00:00:00,U214
H001160,O10370,,2-Qualified,2026-09-10 00:00:00,U223
H001161,O10371,,2-Qualified,2024-01-29 00:00:00,U220
H001162,O10371,2-Qualified,3-Proposal,2024-02-03 00:00:00,U220
H001163,O10371,3-Proposal,4-Negotiation,2024-02-06 00:00:00,U220
H001164,O10371,4-Negotiation,5-Closed Won,2024-02-09 00:00:00,U220
H001165,O10372,,2-Qualified,2024-10-30 00:00:00,U207
H001166,O10372,2-Qualified,3-Proposal,2024-12-08 00:00:00,U207
H001167,O10372,3-Proposal,6-Closed Lost,2024-12-17 00:00:00,U207
H001168,O10373,,2-Qualified,2025-06-08 00:00:00,U211
H001169,O10373,2-Qualified,6-Closed Lost,2025-06-30 00:00:00,U211
H001170,O10375,,2-Qualified,2025-11-30 00:00:00,U210
H001171,O10375,2-Qualified,3-Proposal,2025-12-13 00:00:00,U210
H001172,O10375,3-Proposal,4-Negotiation,2025-12-24 00:00:00,U210
H001173,O10375,4-Negotiation,5-Closed Won,2025-12-28 00:00:00,U210
H001174,O10376,,2-Qualified,2026-03-31 00:00:00,U217
H001175,O10376,2-Qualified,3-Proposal,2026-04-09 00:00:00,U217
H001176,O10376,3-Proposal,4-Negotiation,2026-04-20 00:00:00,U217
H001177,O10376,4-Negotiation,5-Closed Won,2026-05-01 00:00:00,U217
H001178,O10377,,2-Qualified,2025-07-06 00:00:00,U206
H001179,O10377,2-Qualified,3-Proposal,2025-07-22 00:00:00,U206
H001180,O10377,3-Proposal,4-Negotiation,2025-08-13 00:00:00,U206
H001181,O10377,4-Negotiation,5-Closed Won,2025-09-07 00:00:00,U206
H001182,O10378,,2-Qualified,2024-05-01 00:00:00,U211
H001183,O10378,2-Qualified,3-Proposal,2024-05-04 00:00:00,U211
H001184,O10378,3-Proposal,4-Negotiation,2024-05-06 00:00:00,U211
H001185,O10378,4-Negotiation,5-Closed Won,2024-05-08 00:00:00,U211
H001186,O10380,,2-Qualified,2026-04-04 00:00:00,U215
H001187,O10380,2-Qualified,3-Proposal,2026-04-11 00:00:00,U215
H001188,O10380,3-Proposal,4-Negotiation,2026-04-19 00:00:00,U215
H001189,O10380,4-Negotiation,5-Closed Won,2026-04-27 00:00:00,U215
H001190,O10381,,2-Qualified,2025-09-04 00:00:00,U222
H001191,O10381,2-Qualified,3-Proposal,2025-09-16 00:00:00,U222
H001192,O10381,3-Proposal,4-Negotiation,2025-10-04 00:00:00,U222
H001193,O10381,4-Negotiation,6-Closed Lost,2025-10-21 00:00:00,U222
H001194,O10382,,2-Qualified,2024-10-11 00:00:00,U206
H001195,O10382,2-Qualified,3-Proposal,2024-11-01 00:00:00,U206
H001196,O10382,3-Proposal,4-Negotiation,2024-11-19 00:00:00,U206
H001197,O10382,4-Negotiation,5-Closed Won,2024-12-07 00:00:00,U206
H001198,O10384,,2-Qualified,2024-02-11 00:00:00,U219
H001199,O10384,2-Qualified,3-Proposal,2024-03-17 00:00:00,U219
H001200,O10384,3-Proposal,4-Negotiation,2024-05-03 00:00:00,U219
H001201,O10384,4-Negotiation,6-Closed Lost,2024-06-05 00:00:00,U219
H001202,O10385,,2-Qualified,2026-03-17 00:00:00,U216
H001203,O10385,2-Qualified,3-Proposal,2026-05-21 00:00:00,U216
H001204,O10385,3-Proposal,6-Closed Lost,2026-06-29 00:00:00,U216
H001205,O10386,,2-Qualified,2025-10-11 00:00:00,U209
H001206,O10386,2-Qualified,3-Proposal,2025-11-16 00:00:00,U209
H001207,O10386,3-Proposal,4-Negotiation,2025-12-21 00:00:00,U209
H001208,O10386,4-Negotiation,6-Closed Lost,2026-01-06 00:00:00,U209
H001209,O10387,,2-Qualified,2026-02-17 00:00:00,U213
H001210,O10387,2-Qualified,3-Proposal,2026-03-03 00:00:00,U213
H001211,O10387,3-Proposal,6-Closed Lost,2026-03-13 00:00:00,U213
H001212,O10388,,2-Qualified,2025-09-09 00:00:00,U209
H001213,O10388,2-Qualified,3-Proposal,2025-09-11 00:00:00,U209
H001214,O10388,3-Proposal,6-Closed Lost,2025-09-15 00:00:00,U209
H001215,O10389,,2-Qualified,2025-07-07 00:00:00,U207
H001216,O10389,2-Qualified,3-Proposal,2025-07-28 00:00:00,U207
H001217,O10389,3-Proposal,4-Negotiation,2025-08-19 00:00:00,U207
H001218,O10389,4-Negotiation,6-Closed Lost,2025-08-29 00:00:00,U207
H001219,O10390,,2-Qualified,2026-06-07 00:00:00,U202
H001220,O10390,2-Qualified,3-Proposal,2026-06-09 00:00:00,U202
H001221,O10390,3-Proposal,4-Negotiation,2026-06-11 00:00:00,U202
H001222,O10390,4-Negotiation,5-Closed Won,2026-06-14 00:00:00,U202
H001223,O10391,,2-Qualified,2026-07-03 00:00:00,U219
H001224,O10391,2-Qualified,3-Proposal,2026-08-31 00:00:00,U219
H001225,O10391,3-Proposal,4-Negotiation,2026-10-18 00:00:00,U219
H001226,O10392,,2-Qualified,2025-12-06 00:00:00,U221
H001227,O10392,2-Qualified,3-Proposal,2025-12-17 00:00:00,U221
H001228,O10392,3-Proposal,4-Negotiation,2025-12-26 00:00:00,U221
H001229,O10392,4-Negotiation,6-Closed Lost,2026-01-02 00:00:00,U221
H001230,O10393,,2-Qualified,2025-07-06 00:00:00,U204
H001231,O10393,2-Qualified,3-Proposal,2025-07-27 00:00:00,U204
H001232,O10393,3-Proposal,4-Negotiation,2025-08-26 00:00:00,U204
H001233,O10393,4-Negotiation,5-Closed Won,2025-09-27 00:00:00,U204
H001234,O10394,,2-Qualified,2025-02-24 00:00:00,U206
H001235,O10394,2-Qualified,3-Proposal,2025-03-08 00:00:00,U206
H001236,O10394,3-Proposal,6-Closed Lost,2025-03-17 00:00:00,U206
H001237,O10395,,2-Qualified,2026-01-14 00:00:00,U209
H001238,O10395,2-Qualified,3-Proposal,2026-01-25 00:00:00,U209
H001239,O10395,3-Proposal,4-Negotiation,2026-02-01 00:00:00,U209
H001240,O10395,4-Negotiation,6-Closed Lost,2026-02-11 00:00:00,U209
H001241,O10396,,2-Qualified,2024-02-06 00:00:00,U215
H001242,O10396,2-Qualified,3-Proposal,2024-02-24 00:00:00,U215
H001243,O10396,3-Proposal,4-Negotiation,2024-03-18 00:00:00,U215
H001244,O10396,4-Negotiation,5-Closed Won,2024-04-16 00:00:00,U215
H001245,O10397,,2-Qualified,2024-10-13 00:00:00,U206
H001246,O10397,2-Qualified,6-Closed Lost,2024-10-25 00:00:00,U206
H001247,O10398,,2-Qualified,2026-04-19 00:00:00,U205
H001248,O10398,2-Qualified,3-Proposal,2026-05-08 00:00:00,U205
H001249,O10398,3-Proposal,4-Negotiation,2026-05-24 00:00:00,U205
H001250,O10398,4-Negotiation,5-Closed Won,2026-06-03 00:00:00,U205
H001251,O10399,,2-Qualified,2024-10-24 00:00:00,U202
H001252,O10399,2-Qualified,3-Proposal,2024-10-25 00:00:00,U202
H001253,O10399,3-Proposal,4-Negotiation,2024-10-27 00:00:00,U202
H001254,O10399,4-Negotiation,5-Closed Won,2024-10-29 00:00:00,U202
H001255,O10400,,2-Qualified,2025-09-11 00:00:00,U207
H001256,O10400,2-Qualified,3-Proposal,2025-09-13 00:00:00,U207
H001257,O10400,3-Proposal,4-Negotiation,2025-09-16 00:00:00,U207
H001258,O10400,4-Negotiation,5-Closed Won,2025-09-18 00:00:00,U207
H001259,O10401,,2-Qualified,2026-06-12 00:00:00,U220
H001260,O10401,2-Qualified,3-Proposal,2026-08-11 00:00:00,U220
H001261,O10402,,2-Qualified,2026-03-06 00:00:00,U223
H001262,O10402,2-Qualified,3-Proposal,2026-03-10 00:00:00,U223
H001263,O10402,3-Proposal,4-Negotiation,2026-03-15 00:00:00,U223
H001264,O10402,4-Negotiation,6-Closed Lost,2026-03-24 00:00:00,U223
H001265,O10403,,2-Qualified,2024-04-25 00:00:00,U205
H001266,O10403,2-Qualified,6-Closed Lost,2024-06-19 00:00:00,U205
H001267,O10404,,2-Qualified,2025-10-27 00:00:00,U208
H001268,O10404,2-Qualified,3-Proposal,2025-12-02 00:00:00,U208
H001269,O10404,3-Proposal,6-Closed Lost,2026-01-28 00:00:00,U208
H001270,O10405,,2-Qualified,2025-10-30 00:00:00,U222
H001271,O10405,2-Qualified,3-Proposal,2025-12-07 00:00:00,U222
H001272,O10405,3-Proposal,4-Negotiation,2026-01-17 00:00:00,U222
H001273,O10405,4-Negotiation,6-Closed Lost,2026-03-01 00:00:00,U222
H001274,O10406,,2-Qualified,2025-10-22 00:00:00,U215
H001275,O10406,2-Qualified,3-Proposal,2025-11-12 00:00:00,U215
H001276,O10406,3-Proposal,4-Negotiation,2025-11-29 00:00:00,U215
H001277,O10406,4-Negotiation,5-Closed Won,2025-12-18 00:00:00,U215
H001278,O10407,,2-Qualified,2026-03-26 00:00:00,U223
H001279,O10407,2-Qualified,3-Proposal,2026-04-19 00:00:00,U223
H001280,O10407,3-Proposal,4-Negotiation,2026-05-14 00:00:00,U223
H001281,O10407,4-Negotiation,6-Closed Lost,2026-05-30 00:00:00,U223
H001282,O10408,,2-Qualified,2024-12-07 00:00:00,U204
H001283,O10408,2-Qualified,3-Proposal,2024-12-22 00:00:00,U204
H001284,O10408,3-Proposal,4-Negotiation,2025-01-15 00:00:00,U204
H001285,O10408,4-Negotiation,6-Closed Lost,2025-02-06 00:00:00,U204
H001286,O10409,,2-Qualified,2024-12-12 00:00:00,U209
H001287,O10409,2-Qualified,3-Proposal,2025-01-18 00:00:00,U209
H001288,O10409,3-Proposal,4-Negotiation,2025-03-10 00:00:00,U209
H001289,O10409,4-Negotiation,5-Closed Won,2025-04-13 00:00:00,U209
H001290,O10410,,2-Qualified,2024-09-02 00:00:00,U214
H001291,O10410,2-Qualified,3-Proposal,2024-09-15 00:00:00,U214
H001292,O10410,3-Proposal,6-Closed Lost,2024-09-26 00:00:00,U214
H001293,O10411,,2-Qualified,2025-02-07 00:00:00,U206
H001294,O10411,2-Qualified,3-Proposal,2025-02-08 00:00:00,U206
H001295,O10411,3-Proposal,4-Negotiation,2025-02-10 00:00:00,U206
H001296,O10411,4-Negotiation,6-Closed Lost,2025-02-11 00:00:00,U206
H001297,O10413,,2-Qualified,2026-01-10 00:00:00,U220
H001298,O10413,2-Qualified,3-Proposal,2026-01-13 00:00:00,U220
H001299,O10413,3-Proposal,6-Closed Lost,2026-01-16 00:00:00,U220
H001300,O10414,,2-Qualified,2026-04-29 00:00:00,U210
H001301,O10414,2-Qualified,3-Proposal,2026-05-01 00:00:00,U210
H001302,O10414,3-Proposal,4-Negotiation,2026-05-02 00:00:00,U210
H001303,O10414,4-Negotiation,5-Closed Won,2026-05-04 00:00:00,U210
H001304,O10415,,2-Qualified,2025-06-06 00:00:00,U203
H001305,O10415,2-Qualified,3-Proposal,2025-06-18 00:00:00,U203
H001306,O10415,3-Proposal,4-Negotiation,2025-06-28 00:00:00,U203
H001307,O10415,4-Negotiation,6-Closed Lost,2025-07-10 00:00:00,U203
H001308,O10416,,2-Qualified,2024-07-25 00:00:00,U219
H001309,O10416,2-Qualified,3-Proposal,2024-08-06 00:00:00,U219
H001310,O10416,3-Proposal,4-Negotiation,2024-08-20 00:00:00,U219
H001311,O10416,4-Negotiation,5-Closed Won,2024-09-06 00:00:00,U219
H001312,O10417,,2-Qualified,2024-05-02 00:00:00,U207
H001313,O10417,2-Qualified,3-Proposal,2024-05-29 00:00:00,U207
H001314,O10417,3-Proposal,4-Negotiation,2024-06-25 00:00:00,U207
H001315,O10417,4-Negotiation,6-Closed Lost,2024-07-14 00:00:00,U207
H001316,O10418,,2-Qualified,2025-07-08 00:00:00,U208
H001317,O10418,2-Qualified,3-Proposal,2025-07-20 00:00:00,U208
H001318,O10418,3-Proposal,6-Closed Lost,2025-07-30 00:00:00,U208
H001319,O10419,,2-Qualified,2025-08-07 00:00:00,U217
H001320,O10419,2-Qualified,3-Proposal,2025-08-25 00:00:00,U217
H001321,O10419,3-Proposal,4-Negotiation,2025-09-28 00:00:00,U217
H001322,O10419,4-Negotiation,5-Closed Won,2025-10-22 00:00:00,U217
H001323,O10420,,2-Qualified,2026-01-05 00:00:00,U220
H001324,O10420,2-Qualified,6-Closed Lost,2026-02-09 00:00:00,U220
H001325,O10421,,2-Qualified,2025-10-27 00:00:00,U222
H001326,O10421,2-Qualified,3-Proposal,2025-11-22 00:00:00,U222
H001327,O10421,3-Proposal,6-Closed Lost,2025-12-13 00:00:00,U222
H001328,O10422,,2-Qualified,2025-04-13 00:00:00,U217
H001329,O10422,2-Qualified,3-Proposal,2025-06-03 00:00:00,U217
H001330,O10422,3-Proposal,6-Closed Lost,2025-08-11 00:00:00,U217
H001331,O10423,,2-Qualified,2025-06-14 00:00:00,U220
H001332,O10423,2-Qualified,3-Proposal,2025-07-06 00:00:00,U220
H001333,O10423,3-Proposal,4-Negotiation,2025-08-06 00:00:00,U220
H001334,O10423,4-Negotiation,6-Closed Lost,2025-08-23 00:00:00,U220
H001335,O10426,,2-Qualified,2026-06-02 00:00:00,U206
H001336,O10426,2-Qualified,3-Proposal,2026-06-08 00:00:00,U206
H001337,O10426,3-Proposal,4-Negotiation,2026-06-13 00:00:00,U206
H001338,O10426,4-Negotiation,5-Closed Won,2026-06-21 00:00:00,U206
H001339,O10427,,2-Qualified,2025-02-18 00:00:00,U200
H001340,O10427,2-Qualified,3-Proposal,2025-02-25 00:00:00,U200
H001341,O10427,3-Proposal,4-Negotiation,2025-03-06 00:00:00,U200
H001342,O10427,4-Negotiation,6-Closed Lost,2025-03-13 00:00:00,U200
H001343,O10428,,2-Qualified,2026-02-21 00:00:00,U200
H001344,O10428,2-Qualified,3-Proposal,2026-03-08 00:00:00,U200
H001345,O10428,3-Proposal,4-Negotiation,2026-03-29 00:00:00,U200
H001346,O10428,4-Negotiation,5-Closed Won,2026-04-24 00:00:00,U200
H001347,O10429,,2-Qualified,2025-10-06 00:00:00,U211
H001348,O10429,2-Qualified,3-Proposal,2025-10-21 00:00:00,U211
H001349,O10429,3-Proposal,4-Negotiation,2025-11-08 00:00:00,U211
H001350,O10429,4-Negotiation,5-Closed Won,2025-11-22 00:00:00,U211
H001351,O10430,,2-Qualified,2024-10-05 00:00:00,U205
H001352,O10430,2-Qualified,3-Proposal,2024-11-30 00:00:00,U205
H001353,O10430,3-Proposal,6-Closed Lost,2024-12-16 00:00:00,U205
H001354,O10431,,2-Qualified,2024-04-15 00:00:00,U215
H001355,O10431,2-Qualified,3-Proposal,2024-05-02 00:00:00,U215
H001356,O10431,3-Proposal,4-Negotiation,2024-05-21 00:00:00,U215
H001357,O10431,4-Negotiation,5-Closed Won,2024-05-31 00:00:00,U215
H001358,O10432,,2-Qualified,2024-09-24 00:00:00,U212
H001359,O10432,2-Qualified,6-Closed Lost,2024-10-11 00:00:00,U212
H001360,O10433,,2-Qualified,2026-05-30 00:00:00,U207
H001361,O10433,2-Qualified,3-Proposal,2026-06-04 00:00:00,U207
H001362,O10433,3-Proposal,4-Negotiation,2026-06-08 00:00:00,U207
H001363,O10433,4-Negotiation,5-Closed Won,2026-06-14 00:00:00,U207
H001364,O10434,,2-Qualified,2024-10-19 00:00:00,U210
H001365,O10434,2-Qualified,3-Proposal,2024-11-11 00:00:00,U210
H001366,O10434,3-Proposal,4-Negotiation,2024-12-01 00:00:00,U210
H001367,O10434,4-Negotiation,5-Closed Won,2024-12-03 00:00:00,U210
H001368,O10435,,2-Qualified,2024-11-28 00:00:00,U208
H001369,O10435,2-Qualified,6-Closed Lost,2024-12-24 00:00:00,U208
H001370,O10436,,2-Qualified,2024-04-30 00:00:00,U209
H001371,O10436,2-Qualified,3-Proposal,2024-05-09 00:00:00,U209
H001372,O10436,3-Proposal,4-Negotiation,2024-05-20 00:00:00,U209
H001373,O10436,4-Negotiation,5-Closed Won,2024-06-02 00:00:00,U209
H001374,O10437,,2-Qualified,2024-02-22 00:00:00,U223
H001375,O10437,2-Qualified,3-Proposal,2024-04-27 00:00:00,U223
H001376,O10437,3-Proposal,4-Negotiation,2024-06-29 00:00:00,U223
H001377,O10437,4-Negotiation,6-Closed Lost,2024-08-26 00:00:00,U223
H001378,O10439,,2-Qualified,2025-01-17 00:00:00,U213
H001379,O10439,2-Qualified,3-Proposal,2025-02-24 00:00:00,U213
H001380,O10439,3-Proposal,6-Closed Lost,2025-03-10 00:00:00,U213
H001381,O10440,,2-Qualified,2025-12-24 00:00:00,U216
H001382,O10440,2-Qualified,3-Proposal,2026-02-14 00:00:00,U216
H001383,O10440,3-Proposal,4-Negotiation,2026-04-19 00:00:00,U216
H001384,O10440,4-Negotiation,5-Closed Won,2026-06-05 00:00:00,U216
H001385,O10441,,2-Qualified,2025-04-22 00:00:00,U211
H001386,O10441,2-Qualified,3-Proposal,2025-06-12 00:00:00,U211
H001387,O10441,3-Proposal,4-Negotiation,2025-07-19 00:00:00,U211
H001388,O10441,4-Negotiation,5-Closed Won,2025-09-07 00:00:00,U211
H001389,O10442,,2-Qualified,2025-06-25 00:00:00,U216
H001390,O10442,2-Qualified,3-Proposal,2025-06-28 00:00:00,U216
H001391,O10442,3-Proposal,4-Negotiation,2025-07-01 00:00:00,U216
H001392,O10442,4-Negotiation,5-Closed Won,2025-07-03 00:00:00,U216
H001393,O10443,,2-Qualified,2025-06-14 00:00:00,U200
H001394,O10443,2-Qualified,3-Proposal,2025-06-27 00:00:00,U200
H001395,O10443,3-Proposal,6-Closed Lost,2025-07-14 00:00:00,U200
H001396,O10444,,2-Qualified,2024-02-05 00:00:00,U210
H001397,O10444,2-Qualified,3-Proposal,2024-02-18 00:00:00,U210
H001398,O10444,3-Proposal,4-Negotiation,2024-03-02 00:00:00,U210
H001399,O10444,4-Negotiation,6-Closed Lost,2024-03-13 00:00:00,U210
H001400,O10445,,2-Qualified,2025-10-13 00:00:00,U209
H001401,O10445,2-Qualified,3-Proposal,2025-12-13 00:00:00,U209
H001402,O10445,3-Proposal,4-Negotiation,2026-01-31 00:00:00,U209
H001403,O10445,4-Negotiation,6-Closed Lost,2026-03-12 00:00:00,U209
H001404,O10446,,2-Qualified,2025-06-06 00:00:00,U209
H001405,O10446,2-Qualified,6-Closed Lost,2025-06-23 00:00:00,U209
H001406,O10447,,2-Qualified,2024-12-01 00:00:00,U217
H001407,O10447,2-Qualified,3-Proposal,2024-12-22 00:00:00,U217
H001408,O10447,3-Proposal,6-Closed Lost,2025-01-30 00:00:00,U217
H001409,O10448,,2-Qualified,2026-04-21 00:00:00,U213
H001410,O10448,2-Qualified,3-Proposal,2026-05-22 00:00:00,U213
H001411,O10448,3-Proposal,4-Negotiation,2026-06-17 00:00:00,U213
H001412,O10448,4-Negotiation,5-Closed Won,2026-06-27 00:00:00,U213
H001413,O10449,,2-Qualified,2024-01-27 00:00:00,U211
H001414,O10449,2-Qualified,3-Proposal,2024-01-29 00:00:00,U211
H001415,O10449,3-Proposal,4-Negotiation,2024-02-01 00:00:00,U211
H001416,O10449,4-Negotiation,6-Closed Lost,2024-02-04 00:00:00,U211
H001417,O10450,,2-Qualified,2025-02-05 00:00:00,U220
H001418,O10450,2-Qualified,6-Closed Lost,2025-03-01 00:00:00,U220
H001419,O10451,,2-Qualified,2026-03-13 00:00:00,U205
H001420,O10451,2-Qualified,3-Proposal,2026-04-01 00:00:00,U205
H001421,O10451,3-Proposal,4-Negotiation,2026-04-19 00:00:00,U205
H001422,O10451,4-Negotiation,5-Closed Won,2026-05-12 00:00:00,U205
H001423,O10452,,2-Qualified,2024-04-03 00:00:00,U211
H001424,O10452,2-Qualified,3-Proposal,2024-05-03 00:00:00,U211
H001425,O10452,3-Proposal,6-Closed Lost,2024-05-27 00:00:00,U211
H001426,O10453,,2-Qualified,2025-11-26 00:00:00,U212
H001427,O10453,2-Qualified,3-Proposal,2025-12-16 00:00:00,U212
H001428,O10453,3-Proposal,4-Negotiation,2026-01-08 00:00:00,U212
H001429,O10453,4-Negotiation,5-Closed Won,2026-01-27 00:00:00,U212
H001430,O10455,,2-Qualified,2025-10-15 00:00:00,U209
H001431,O10455,2-Qualified,3-Proposal,2025-10-20 00:00:00,U209
H001432,O10455,3-Proposal,4-Negotiation,2025-10-25 00:00:00,U209
H001433,O10455,4-Negotiation,6-Closed Lost,2025-10-30 00:00:00,U209
H001434,O10456,,2-Qualified,2025-07-09 00:00:00,U201
H001435,O10456,2-Qualified,3-Proposal,2025-07-15 00:00:00,U201
H001436,O10456,3-Proposal,4-Negotiation,2025-07-23 00:00:00,U201
H001437,O10456,4-Negotiation,5-Closed Won,2025-07-27 00:00:00,U201
H001438,O10457,,2-Qualified,2024-09-21 00:00:00,U217
H001439,O10457,2-Qualified,3-Proposal,2024-10-17 00:00:00,U217
H001440,O10457,3-Proposal,6-Closed Lost,2024-10-31 00:00:00,U217
H001441,O10458,,2-Qualified,2025-03-06 00:00:00,U214
H001442,O10458,2-Qualified,3-Proposal,2025-04-01 00:00:00,U214
H001443,O10458,3-Proposal,4-Negotiation,2025-05-11 00:00:00,U214
H001444,O10458,4-Negotiation,6-Closed Lost,2025-06-05 00:00:00,U214
H001445,O10459,,2-Qualified,2025-11-20 00:00:00,U214
H001446,O10459,2-Qualified,6-Closed Lost,2025-11-25 00:00:00,U214
H001447,O10460,,2-Qualified,2025-12-25 00:00:00,U206
H001448,O10460,2-Qualified,6-Closed Lost,2026-02-23 00:00:00,U206
H001449,O10461,,2-Qualified,2025-02-15 00:00:00,U215
H001450,O10461,2-Qualified,3-Proposal,2025-03-31 00:00:00,U215
H001451,O10461,3-Proposal,4-Negotiation,2025-05-25 00:00:00,U215
H001452,O10461,4-Negotiation,5-Closed Won,2025-06-07 00:00:00,U215
H001453,O10462,,2-Qualified,2024-12-07 00:00:00,U211
H001454,O10462,2-Qualified,3-Proposal,2024-12-16 00:00:00,U211
H001455,O10462,3-Proposal,4-Negotiation,2025-01-01 00:00:00,U211
H001456,O10462,4-Negotiation,6-Closed Lost,2025-01-10 00:00:00,U211
H001457,O10463,,2-Qualified,2024-06-09 00:00:00,U202
H001458,O10463,2-Qualified,6-Closed Lost,2024-07-13 00:00:00,U202
H001459,O10464,,2-Qualified,2025-03-03 00:00:00,U202
H001460,O10464,2-Qualified,3-Proposal,2025-03-11 00:00:00,U202
H001461,O10464,3-Proposal,6-Closed Lost,2025-03-17 00:00:00,U202
H001462,O10465,,2-Qualified,2025-07-11 00:00:00,U215
H001463,O10465,2-Qualified,3-Proposal,2025-07-28 00:00:00,U215
H001464,O10465,3-Proposal,4-Negotiation,2025-08-13 00:00:00,U215
H001465,O10465,4-Negotiation,6-Closed Lost,2025-08-19 00:00:00,U215
H001466,O10466,,2-Qualified,2024-11-30 00:00:00,U212
H001467,O10466,2-Qualified,3-Proposal,2024-12-21 00:00:00,U212
H001468,O10466,3-Proposal,4-Negotiation,2025-01-21 00:00:00,U212
H001469,O10466,4-Negotiation,5-Closed Won,2025-03-04 00:00:00,U212
H001470,O10467,,2-Qualified,2025-06-26 00:00:00,U206
H001471,O10467,2-Qualified,3-Proposal,2025-06-30 00:00:00,U206
H001472,O10467,3-Proposal,6-Closed Lost,2025-07-03 00:00:00,U206
H001473,O10468,,2-Qualified,2024-07-10 00:00:00,U210
H001474,O10468,2-Qualified,3-Proposal,2024-08-13 00:00:00,U210
H001475,O10468,3-Proposal,4-Negotiation,2024-09-12 00:00:00,U210
H001476,O10468,4-Negotiation,6-Closed Lost,2024-09-26 00:00:00,U210
H001477,O10469,,2-Qualified,2025-07-20 00:00:00,U209
H001478,O10469,2-Qualified,3-Proposal,2025-07-31 00:00:00,U209
H001479,O10469,3-Proposal,4-Negotiation,2025-08-12 00:00:00,U209
H001480,O10469,4-Negotiation,5-Closed Won,2025-08-23 00:00:00,U209
H001481,O10470,,2-Qualified,2025-09-27 00:00:00,U200
H001482,O10470,2-Qualified,3-Proposal,2025-10-15 00:00:00,U200
H001483,O10470,3-Proposal,4-Negotiation,2025-11-10 00:00:00,U200
H001484,O10470,4-Negotiation,6-Closed Lost,2025-12-06 00:00:00,U200
H001485,O10472,,2-Qualified,2026-02-04 00:00:00,U206
H001486,O10472,2-Qualified,3-Proposal,2026-03-01 00:00:00,U206
H001487,O10472,3-Proposal,4-Negotiation,2026-03-19 00:00:00,U206
H001488,O10472,4-Negotiation,6-Closed Lost,2026-04-18 00:00:00,U206
H001489,O10473,,2-Qualified,2026-04-23 00:00:00,U223
H001490,O10473,2-Qualified,6-Closed Lost,2026-06-14 00:00:00,U223
H001491,O10474,,2-Qualified,2026-06-11 00:00:00,U203
H001492,O10474,2-Qualified,6-Closed Lost,2026-06-21 00:00:00,U203
H001493,O10475,,2-Qualified,2024-04-03 00:00:00,U206
H001494,O10475,2-Qualified,3-Proposal,2024-04-15 00:00:00,U206
H001495,O10475,3-Proposal,4-Negotiation,2024-05-01 00:00:00,U206
H001496,O10475,4-Negotiation,5-Closed Won,2024-05-08 00:00:00,U206
H001497,O10476,,2-Qualified,2026-02-18 00:00:00,U209
H001498,O10476,2-Qualified,3-Proposal,2026-03-13 00:00:00,U209
H001499,O10476,3-Proposal,4-Negotiation,2026-04-05 00:00:00,U209
H001500,O10476,4-Negotiation,5-Closed Won,2026-04-10 00:00:00,U209
